full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
ionescu007/SimpleVisor,SimpleVisor,"SimpleVisor is a simple, portable, Intel VT-x hypervisor with two specific goals: using the least amount of assembly code (10 lines), and having the smallest amount of VMX-related code to support dynamic hyperjacking and unhyperjacking (that is, virtualizing the host state from within the host). It works on Windows and UEFI.",560,89,C,ionescu007,Alex Ionescu,User,,,,,,1590.5,1,8,2,6,5,72
alibaba/HandyJSON,HandyJSON,a handy swift json-object serialization/deserialization library,560,65,Swift,alibaba,Alibaba,Organization,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,1590.5,0,31,3,30,6,119
phpstan/phpstan,phpstan,PHP Static Analysis Tool - discover bugs in your code without running it!,560,23,PHP,phpstan,,Organization,,,,,,1590.5,0,23,1,35,10,281
kittencup/angular2-ama-cn,angular2-ama-cn,angular2 随便问 ,559,102,,kittencup,点圈点圈点圈,User,shanghai,31.230416,121.473701,Shanghai,China,1596,0,0,179,57,1,11
burgessjp/GanHuoIO,GanHuoIO,基于Gank.IO提供的API的第三方客户端（RxJava+Retrofit）,559,111,Java,burgessjp,_SOLID,User,"Chengdu,China",30.572816,104.066801,Chengdu,China,1596,0,1,4,10,1,84
go-vgo/robotgo,robotgo,"RobotGo,Go Native cross-platform system automation",559,53,C,go-vgo,vgo,Organization,,,,,,1596,0,3,7,26,2,175
kciter/GlitchLabel,GlitchLabel,G..lit...c...hing UILa..bel fo..r iO...S :tv:,559,20,Swift,kciter,Lee Sun-Hyoup,User,"Seoul, Korea",37.566535,126.9779692,Seoul,South Korea,1596,0,2,0,2,3,48
kirualex/SwiftyGif,SwiftyGif,High performance GIF engine,559,43,Swift,kirualex,Alexis Creuzot,User,"Rennes, France",48.117266,-1.6777926,Rennes,France,1596,0,7,5,9,5,70
LevPasha/instabot.py,instabot.py,"Instagram bot. It works without instagram api, need only login and password. Write on python.",559,278,Python,LevPasha,Pasha Lev,User,Russia,61.52401,105.318756,,Russia,1596,4,39,78,215,12,134
miekg/coredns,coredns,CoreDNS is a DNS server that runs middleware,559,50,Go,miekg,Miek Gieben,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1596,4,251,41,170,24,480
yjhjstz/deep-into-node,deep-into-node,深入理解Node.js：核心思想与源码分析,558,87,,yjhjstz,Jianghua.yjh,User,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,1600,0,5,3,2,3,81
defaultnamehere/tinder-detective,tinder-detective,Find your Facebook friends' Tinder profiles. Don't actually use this by the way that's weird. Not even in a good way.,557,60,Python,defaultnamehere,Alex,User,Australia,-25.274398,133.775136,,Australia,1602,5,4,25,14,3,19
protream/iquery,iquery,Various information query via command line.,557,236,Python,protream,Nan Zheng,User,China,35.86166,104.195397,,China,1602,3,5,10,10,4,106
linkedin/test-butler,test-butler,"Reliable Android Testing, at your service",557,54,Java,linkedin,LinkedIn,Organization,"Mountain View, CA, USA",37.3860517,-122.0838511,Mountain View,United States,1602,1,20,4,19,6,35
campusappcn/AndRouter,AndRouter,A android router framework used to map url to activities or actions.,556,90,Java,campusappcn,,Organization,,,,,,1604.5,0,1,4,10,2,34
KevinGong2013/ChineseIDCardOCR,ChineseIDCardOCR,🇨🇳中国二代身份证光学识别,556,77,Swift,KevinGong2013,Kevin,User,Shanghai China,31.230416,121.473701,Shanghai,China,1604.5,0,2,3,6,3,41
HamzaGhazouani/HGCircularSlider,HGCircularSlider,A custom reusable circular slider control for iOS application.,555,32,Swift,HamzaGhazouani,Hamza Ghazouani,User,Paris ,48.856614,2.3522219,Paris,France,1606,0,0,0,3,1,37
dynamitechetan/FogView_Library,FogView_Library,FogView is a android library that can show fog on any layout and the fog removes when user rubs it.,554,68,Java,dynamitechetan,Chetan Kaushik,User,"Chandigarh, India",30.7333148,76.7794179,Chandigarh,India,1608.5,0,0,0,2,1,11
insidegui/AppleEvents,AppleEvents,The unofficial Apple Events app for macOS,554,23,Objective-C,insidegui,Guilherme Rambo,User,Brazil,-14.235004,-51.92528,,Brazil,1608.5,0,1,3,5,1,34
clarus/redux-ship,redux-ship,"Composable, testable and typable side effects for Redux",554,6,JavaScript,clarus,Guillaume Claret,User,Paris,48.856614,2.3522219,Paris,France,1608.5,0,11,2,0,5,243
Arello-Mobile/Moxy,Moxy,Moxy is MVP library for Android,554,68,Java,Arello-Mobile,Arello Mobile,Organization,,,,,,1608.5,1,13,2,52,8,218
dudu90/FreshDownloadView,FreshDownloadView,A download progressbar with cool animation,553,75,Java,dudu90,,User,Beijing,39.904211,116.407395,Beijing,China,1612.5,0,0,2,0,1,5
MasayukiSuda/FPSAnimator,FPSAnimator,FPSAnimator is very easy animation library for Android TextureView and SurfaceView.,553,90,Java,MasayukiSuda,Masayuki Suda,User,"Tokyo, Japan",35.6894875,139.6917064,,Japan,1612.5,0,11,1,0,2,134
JeasonWong/SlackLoadingView,SlackLoadingView,手摸手教你写Slack的Loading动画,553,72,Java,JeasonWong,巴掌,User,Shanghai,31.230416,121.473701,Shanghai,China,1612.5,2,2,2,1,3,13
Karumi/KataSuperHeroesAndroid,KataSuperHeroesAndroid,Super Heroes Kata for Android Developers. The main goal is to practice UI Testing.,553,153,Java,Karumi,Karumi,Organization,"Madrid, Spain",40.4167754,-3.7037902,Madrid,Spain,1612.5,0,7,0,0,4,100
jiangzehui/xmpp,xmpp,基于Xmpp协议的即时通讯社交软件(客户端+服务端)Open source one last year to write their own Xmpp based on the agreement of the instant messaging social software (client + server),552,143,Java,jiangzehui,jiangzehui,User,"HeBei,China",38.037057,114.468665,,China,1616.5,0,0,0,4,1,38
billziss-gh/winfsp,winfsp,Windows File System Proxy - FUSE for Windows,552,40,C,billziss-gh,Bill Zissimopoulos,User,"Seattle, WA",47.6062095,-122.3320708,Seattle,United States,1616.5,0,0,4,23,1,1163
yrp604/rappel,rappel,"A linux-based assembly REPL for x86, amd64, and armv7",552,21,C,yrp604,_yrp,User,"Vancouver, BC",49.2827291,-123.1207375,Vancouver,Canada,1616.5,0,3,2,2,2,26
apache/beam,beam,Mirror of Apache Beam,552,330,Java,apache,The Apache Software Foundation,Organization,,,,,,1616.5,59,1665,0,0,116,3202
xiaopansky/SpiderWebScoreView,SpiderWebScoreView,SpiderWebScoreView是用于Android上的一个蛛网评分控件 SpiderWebScoreView Android is used on a cobweb score view,551,98,Java,xiaopansky,Flyge,User,中国 北京,39.904211,116.407395,Beijing,China,1619.5,0,0,0,0,1,2
NYTimes/kyt,kyt,A toolkit that encapsulates and manages the configuration for web apps. Read more about it:,551,43,JavaScript,NYTimes,The New York Times,Organization,"New York, NY",40.7127837,-74.0059413,New York,United States,1619.5,6,230,28,94,22,336
grafijs/grafi,grafi,,550,17,JavaScript,grafijs,,Organization,,,,,,1623,2,0,1,2,1,3
surbhioberoi/github-widget,github-widget,A widget showing your github details that you can embed in any website.,550,31,JavaScript,surbhioberoi,Surbhi Oberoi,User,Bangalore,12.9715987,77.5945627,Bengaluru,India,1623,2,6,5,7,3,32
jaagr/polybar,polybar,A fast and easy-to-use status bar,550,31,C++,jaagr,Michael Carlberg,User,,,,,,1623,2,30,32,230,9,872
firebase/friendlychat,friendlychat,The source for the Firebase codelab for building a cross-platform chat app,550,523,Java,firebase,Firebase,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1623,4,20,35,77,15,182
firebase/quickstart-js,quickstart-js,Firebase Quickstart Samples for Web,550,532,HTML,firebase,Firebase,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1623,2,26,21,46,22,163
gjiazhe/WaveSideBar,WaveSideBar,An Index Side Bar With Wave Effect,549,100,Java,gjiazhe,郭佳哲,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,1626.5,0,1,0,3,2,36
OpenNMT/OpenNMT,OpenNMT,Open-Source Neural Machine Translation in Torch,549,97,Lua,OpenNMT,,Organization,,,,,,1626.5,2,24,7,15,12,704
AleBarreto/DragRecyclerView,DragRecyclerView,Drag and Drop with RecyclerView,548,77,Java,AleBarreto,Alessandro Barreto,User,"Manaus, AM, Brasil",-3.1190275,-60.0217314,Manaus,Brazil,1629.5,0,0,2,0,1,6
githubwing/ByeBurger,ByeBurger,"An Android behavior library let your titlebar or bottom navigation hiding on scroll ,极其简便的快速实现滑动隐藏标题栏和导航栏",548,105,Java,githubwing,大精-wing,User,"guangzhou,China",23.12911,113.264385,Guangzhou,China,1629.5,0,1,1,5,1,70
salRoid/Filmy,Filmy,🎥 Material designed awesome movie app which is powered by tmdb.,548,116,Java,salRoid,Sajal Gupta,User,"New Delhi, India",28.6139391,77.2090212,New Delhi,India,1629.5,1,74,0,5,4,365
dotnet/standard,standard,This repo is building the .NET Standard,548,43,C#,dotnet,.NET Foundation,Organization,,,,,,1629.5,3,37,23,78,11,222
netyouli/WHC_AutoLayoutKit,WHC_AutoLayoutKit,Had better use the auto layout of open source framework，致力打造使用最简单功能最强大的自动布局开源库,547,118,Swift,netyouli,吴海超(WHC),User,shanghai,31.230416,121.473701,Shanghai,China,1632,0,0,3,0,1,125
sasojadrovski/SJFluidSegmentedControl,SJFluidSegmentedControl,A segmented control with custom appearance and interactive animations. Written in Swift 3.0.,546,26,Swift,sasojadrovski,Sasho Jadrovski,User,"Skopje, Macedonia",41.9973462,21.4279956,Skopje,Macedonia (FYROM),1634.5,0,1,2,1,1,7
iReaderAndroid/ZeusPlugin,ZeusPlugin,最简单易懂的Android插件补丁框架,546,99,Java,iReaderAndroid,iReader,Organization,,,,,,1634.5,0,1,10,1,2,48
appbaseio/gem,gem,💎  GUI for Data Modeling with Elasticsearch,546,26,JavaScript,appbaseio,appbase.io,Organization,,,,,,1634.5,0,1,4,1,3,215
zeit/now-cli,now-cli,The command line interface for Now,546,42,JavaScript,zeit,ZEIT,Organization,,,,,,1634.5,0,88,47,59,20,754
leebyron/iterall,iterall,🌻 Minimal zero-dependency utilities for using Iterables in all JavaScript environments.,545,16,JavaScript,leebyron,Lee Byron,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1637.5,0,7,0,5,5,26
flatpak/flatpak,flatpak,Linux application sandboxing and distribution framework (formerly xdg-app),545,66,C,flatpak,,Organization,,,,,,1637.5,5,175,109,175,51,1467
aploium/zmirror,zmirror,The next-gen reverse proxy for full site mirroring,544,214,Python,aploium,Aploium,User,"Zhejiang University, China",,,,,1640.5,1,3,17,33,2,472
dataproofer/Dataproofer,Dataproofer,A proofreader for your data,544,44,JavaScript,dataproofer,Dataproofer,Organization,,,,,,1640.5,1,19,42,79,4,423
wireapp/wire-webapp,wire-webapp,👽 Wire for Web — Modern communication. Full privacy.,544,82,CoffeeScript,wireapp,Wire Swiss GmbH,Organization,,,,,,1640.5,5,498,49,50,11,762
eclipse/mosquitto,mosquitto,Mosquitto,544,208,C,eclipse,Eclipse Foundation,Organization,,,,,,1640.5,10,57,108,169,12,89
ramswaroop/jbot,jbot,"Make Slack, Facebook and Twitter Bots in Java in minutes.",543,62,Java,ramswaroop,Ram swaroop,User,Dublin,53.3498053,-6.2603097,Dublin,Ireland,1644.5,0,2,7,18,2,127
varunest/SparkButton,SparkButton,Android library to create buttons with Twitter's heart like animation.,543,64,Java,varunest,Varun,User,India,20.593684,78.96288,,India,1644.5,0,3,0,8,4,37
facebook/transform360,transform360,Transform360 is an equirectangular to cubemap transform for 360 video.,543,135,C,facebook,Facebook,Organization,"Menlo Park, California",37.4529598,-122.1817252,Menlo Park,United States,1644.5,0,3,2,16,5,8
codrops/LineMenuStyles,LineMenuStyles,An open collection of menu styles that use the line as creative design element.,543,162,CSS,codrops,Codrops,Organization,,,,,,1644.5,0,20,1,1,12,50
xinghongfei/awesome-view,awesome-view,自定义View有这些足够了,542,132,,xinghongfei,Maat红飞,User,"Beijing,China",39.904211,116.407395,Beijing,China,1647.5,0,0,0,0,1,7
Ben-G/Validated,Validated,A Swift μ-Library for Somewhat Dependent Types,542,18,Swift,Ben-G,Benjamin Encz,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1647.5,0,13,0,2,5,44
webbju/android-plus-plus,android-plus-plus,Android++ -- A native development and debugging solution for Visual Studio.,541,77,Python,webbju,Justin Webb,User,"Stockholm, Sweden",59.3293235,18.0685808,Stockholm,Sweden,1652,0,4,3,1,1,13
qiujuer/UPMiss,UPMiss,"UPMiss is birthday management software, use MVP. ",541,94,Java,qiujuer,Qiujuer,User,China Sichuan,30.651226,104.075881,,China,1652,0,0,1,3,1,16
huydx/hget,hget,"rocket fast, interruptable, resumable download accelerator written in golang",541,25,Go,huydx,0x6875790d0a,User,Tokyo,35.6894875,139.6917064,,Japan,1652,1,0,9,8,1,30
renaudcerrato/DoorSignView,DoorSignView,"Customizable, sensor-enabled, door sign custom views for Android.",541,69,Java,renaudcerrato,Cerrato Renaud ,User,New-York,40.7127837,-74.0059413,New York,United States,1652,0,0,0,1,1,34
YuAo/YUCIHighPassSkinSmoothing,YUCIHighPassSkinSmoothing,An implementation of High Pass Skin Smoothing using Apple's Core Image Framework,541,101,Objective-C,YuAo,Yu Ao,User,China,35.86166,104.195397,,China,1652,0,1,0,7,1,81
ldoublem/GiftCard,GiftCard,A beautiful gift Cards for android,541,78,Java,ldoublem,ldoublem,User,"HangZhou,China",30.274085,120.15507,Hangzhou,China,1652,0,2,0,0,2,24
SimplicityMobile/Simplicity,Simplicity,A simple way to implement Facebook and Google login in your iOS apps.,541,30,Swift,SimplicityMobile,Simplicity Mobile,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1652,0,9,7,18,5,49
Carbs0126/NumberPickerView,NumberPickerView,another NumberPicker with more flexible attributes on Android platform,540,109,Java,Carbs0126,WangJianJun,User,"Shandong,China",36.66853,117.020359,,China,1656,0,1,13,11,2,71
forward3d/uphold,uphold,A tool for programmatically verifying database backups,539,14,Ruby,forward3d,Forward3D - Global Digital Marketing Agency,Organization,"London, New York & Shanghai",,,,,1659,1,0,1,2,1,178
qifengdeqingchen/SeatTable,SeatTable,电影票在线选座,539,109,Java,qifengdeqingchen,,User,,,,,,1659,0,0,6,0,1,10
rajaraodv/react-redux-blog,react-redux-blog,A sample React Redux CRUD app,539,133,JavaScript,rajaraodv,Raja Rao DV,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1659,0,2,1,6,2,47
ncrocfer/whatportis,whatportis,A command to search port names and numbers,539,56,Python,ncrocfer,Nicolas Crocfer,User,"France, Lille",50.62925,3.057256,Lille,France,1659,0,9,1,7,4,34
yahoo/YangMingShan,YangMingShan,YangMingShan is a collection of iOS UI components that we created while building Yahoo apps.,539,67,Objective-C,yahoo,Yahoo Inc.,Organization,"Sunnyvale, California",37.36883,-122.0363496,Sunnyvale,United States,1659,1,21,1,5,7,54
ldoublem/FlightSeat,FlightSeat,Ticket seat selection,538,101,Java,ldoublem,ldoublem,User,"HangZhou,China",30.274085,120.15507,Hangzhou,China,1663.5,1,0,0,0,1,10
badoo/Chateau,Chateau,Chateau is a framework for adding (or improving) chat functionality in any Android app,538,76,Java,badoo,Badoo Development,Organization,Moscow & London,51.5123395,-0.1907078,London,United Kingdom,1663.5,0,4,4,0,2,36
kubek2k/lambdoku,lambdoku,Heroku-like experience when using AWS Lambda,538,14,JavaScript,kubek2k,Jakub Janczak,User,,,,,,1663.5,1,7,6,2,3,74
google/budou,budou,Automatic Japanese line breaking tool,538,17,Python,google,Google,Organization,,,,,,1663.5,0,6,1,4,4,34
aliab/circular-music-progressbar,circular-music-progressbar,Beautiful Circular Progress Bar with album art for android,537,67,Java,aliab,Ali Abdollahi,User,mashhad,36.2604623,59.6167549,Mashhad,Iran,1666,0,1,0,7,1,16
shastajs/shasta,shasta,Dead simple + opinionated toolkit for building redux/react applications,536,16,JavaScript,shastajs,shasta,Organization,Earth,34.2331373,-102.4107493,Earth,United States,1667,1,5,3,6,4,59
Telenav/NodeFlow,NodeFlow,NodeFlow is a library that makes visualizing hierarchical content easier.,535,62,Java,Telenav,Telenav Inc,Organization,,,,,,1669.5,0,0,1,2,1,34
kean/Preheat,Preheat,Automates prefetching of content in UITableView and UICollectionView,535,17,Swift,kean,Alexander Grebenyuk,User,Moscow,55.755826,37.6173,Moscow,Russia,1669.5,0,1,0,5,1,29
ziyasal/scientist.js,scientist.js,":microscope:  A JavaScript interpretation of the Ruby library Scientist, a library for carefully refactoring critical paths.",535,9,JavaScript,ziyasal,Dost in the Shell,User,Berlin,52.5200066,13.404954,Berlin,Germany,1669.5,0,2,1,0,3,31
rwieruch/favesound-redux,favesound-redux,The SoundCloud Client in React + Redux - Real World,535,54,JavaScript,rwieruch,Robin Wieruch,User,"Berlin, Germany",52.5200066,13.404954,Berlin,Germany,1669.5,1,5,3,5,5,239
Jermic/Android-Crack-Tool,Android-Crack-Tool,Android crack tool Just For Mac,534,90,,Jermic,Jermic-Yaung,User,BeiJing,39.904211,116.407395,Beijing,China,1673.5,0,0,2,4,1,4
glass-analytics/scrollbear,scrollbear,A modern tool that maintains scroll position when images loaded,534,11,JavaScript,glass-analytics,Glass,Organization,Taiwan,23.69781,120.960515,,Taiwan,1673.5,0,2,0,5,3,37
kelseyhightower/kube-cert-manager,kube-cert-manager,Manage Lets Encrypt certificates for a Kubernetes cluster.,534,36,Go,kelseyhightower,Kelsey Hightower,User,"Portland, OR",45.5230622,-122.6764816,Portland,United States,1673.5,6,4,6,3,3,68
siddharthkp/auto-install,auto-install,Install dependencies as you code ⚡️,534,16,JavaScript,siddharthkp,Siddharth Kshetrapal,User,"Bangalore, India",12.9715987,77.5945627,Bengaluru,India,1673.5,0,57,4,17,5,206
shinobicontrols/iOS10-day-by-day,iOS10-day-by-day,Projects to accompany the iOS 10 Day by Day blog series ,533,90,Swift,shinobicontrols,shinobicontrols,Organization,,,,,,1678,0,15,0,3,1,79
linglongxin24/DylanStepCount,DylanStepCount,Android精准计步器,533,89,Java,linglongxin24,DylanAndroid,User,"shanxi,xian",34.341575,108.93977,Xi'an,China,1678,0,1,0,3,2,30
dantrain/react-stonecutter,react-stonecutter,Animated grid layout component for React,533,30,JavaScript,dantrain,Dan Train,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1678,0,1,8,14,2,158
mholt/curl-to-go,curl-to-go,Convert curl commands to Go code in your browser,533,31,JavaScript,mholt,Matt Holt,User,,,,,,1678,0,3,1,8,4,23
bfred-it/object-fit-images,object-fit-images,"🗻 Polyfill object-fit and object-position on images on IE9, IE10, IE11, Edge, Safari, ...",533,58,JavaScript,bfred-it,Federico Brigante,User,"Seoul, South Korea",37.566535,126.9779692,Seoul,South Korea,1678,1,14,9,32,8,126
